miRNA	Metabolite	coef_Endo3
hsa-miR-10b-5p	N-Acetyl-L-Methionine	0.152714932
hsa-miR-1180-3p	N-Acetyl-L-Methionine	-0.241215589
hsa-miR-1292-5p	N-Acetyl-L-Methionine	-0.260063815
hsa-miR-1294	N-Acetyl-L-Methionine	-0.437911988
hsa-miR-1307-3p	N-Acetyl-L-Methionine	-0.443512104
hsa-miR-342-5p	Oxaloacetic acid	-0.014564204
hsa-miR-130b-3p	N-Acetyl-L-Methionine	-0.468392012
hsa-miR-139-5p	N-Acetyl-L-Methionine	-0.433042937
hsa-miR-144-3p	N-Acetyl-L-Methionine	-0.104032406
hsa-miR-15a-5p	N-Acetyl-L-Methionine	-0.477286881
hsa-miR-16-2-3p	N-Acetyl-L-Methionine	-0.148714223
hsa-miR-342-5p	salicylate	0.019269772
hsa-miR-17-5p	N-Acetyl-L-Methionine	-0.397671578
hsa-miR-181a-2-3p	N-Acetyl-L-Methionine	-0.296756698
hsa-miR-1843	N-Acetyl-L-Methionine	-0.449576474
hsa-miR-185-5p	N-Acetyl-L-Methionine	-0.088595979
hsa-miR-20a-5p	N-Acetyl-L-Methionine	-0.152013131
hsa-miR-21-3p	N-Acetyl-L-Methionine	-0.513214465
hsa-miR-223-3p	N-Acetyl-L-Methionine	-0.288586242
hsa-miR-2355-5p	N-Acetyl-L-Methionine	-0.317793482
hsa-miR-25-5p	N-Acetyl-L-Methionine	-0.372237029
hsa-miR-27a-5p	N-Acetyl-L-Methionine	-0.481611807
hsa-miR-29b-3p	N-Acetyl-L-Methionine	-0.36579169
hsa-miR-30b-5p	N-Acetyl-L-Methionine	-0.383468341
hsa-miR-30e-5p	N-Acetyl-L-Methionine	-0.135339606
hsa-miR-339-5p	N-Acetyl-L-Methionine	-0.304385091
hsa-miR-345-5p	N-Acetyl-L-Methionine	-0.655073809
hsa-miR-371b-5p	N-Acetyl-L-Methionine	-0.270869585
hsa-miR-374a-3p	N-Acetyl-L-Methionine	-0.487038265
hsa-miR-345-5p	PE(34:2)	0.05828575
hsa-miR-378a-3p	N-Acetyl-L-Methionine	-0.218472513
hsa-miR-424-3p	N-Acetyl-L-Methionine	-0.39229053
hsa-miR-451a	N-Acetyl-L-Methionine	-0.079028467
hsa-miR-4677-3p	N-Acetyl-L-Methionine	-0.384049941
hsa-miR-484	N-Acetyl-L-Methionine	-0.027326614
hsa-miR-345-5p	PE(36:4)	0.036453899
hsa-miR-494-3p	N-Acetyl-L-Methionine	-0.437168771
hsa-miR-495-3p	N-Acetyl-L-Methionine	-0.280939816
hsa-miR-501-3p	N-Acetyl-L-Methionine	0.339369942
hsa-miR-502-3p	N-Acetyl-L-Methionine	-0.221495662
hsa-miR-345-5p	LPE(20:0)	-0.093642452
hsa-miR-503-5p	N-Acetyl-L-Methionine	-0.611252154
hsa-miR-505-3p	N-Acetyl-L-Methionine	-0.364445109
hsa-miR-548e-3p	N-Acetyl-L-Methionine	-0.309277936
hsa-miR-550a-3-5p	N-Acetyl-L-Methionine	-0.379815347
hsa-miR-574-5p	N-Acetyl-L-Methionine	-0.460151829
hsa-miR-576-3p	N-Acetyl-L-Methionine	-0.455079485
hsa-miR-576-5p	N-Acetyl-L-Methionine	-0.349418585
hsa-miR-589-5p	N-Acetyl-L-Methionine	-0.21997245
hsa-miR-625-3p	N-Acetyl-L-Methionine	-0.418827234
hsa-miR-625-5p	N-Acetyl-L-Methionine	-0.42696941
hsa-miR-660-5p	N-Acetyl-L-Methionine	-0.660043177
hsa-miR-6842-3p	N-Acetyl-L-Methionine	-0.555717571
hsa-miR-7-5p	N-Acetyl-L-Methionine	-0.268135064
hsa-miR-760	N-Acetyl-L-Methionine	-0.47375189
hsa-miR-873-5p	N-Acetyl-L-Methionine	-0.65087414
hsa-miR-93-3p	N-Acetyl-L-Methionine	-0.277886119
hsa-miR-93-5p	N-Acetyl-L-Methionine	-0.22221645
hsa-miR-99a-5p	N-Acetyl-L-Methionine	0.034591428
hsa-miR-99b-5p	N-Acetyl-L-Methionine	0.226862798
hsa-miR-1301-3p	N-acetylornithine	0.160103722
hsa-miR-148b-3p	N-acetylornithine	0.185868876
hsa-miR-151a-3p	N-acetylornithine	0.161383318
hsa-miR-151a-5pXhsa-miR-151b	N-acetylornithine	0.077311321
hsa-miR-345-5p	Aspartic acid	0.127276024
hsa-miR-191-5p	N-acetylornithine	0.100740514
hsa-miR-199a-5p	N-acetylornithine	0.170132195
hsa-miR-206	N-acetylornithine	-0.351873162
hsa-miR-26a-5p	N-acetylornithine	0.063151414
hsa-miR-365a-3pXhsa-miR-365b-3p	N-acetylornithine	-0.14414413
hsa-miR-345-5p	N-Acetyl-L-Alanine	-0.892522673
hsa-miR-3679-5p	N-acetylornithine	-0.619455606
hsa-miR-660-5p	N-acetylornithine	-0.448541654
hsa-let-7a-5p	N-acetyltryptophan	-0.055870064
hsa-let-7c-5p	N-acetyltryptophan	-0.15014195
hsa-let-7d-5p	N-acetyltryptophan	-0.215085175
hsa-let-7f-5p	N-acetyltryptophan	-0.045802007
hsa-let-7i-3p	N-acetyltryptophan	-0.17011335
hsa-miR-3605-3p	PC(36:2)	0.046144636
hsa-miR-10399-5p	N-acetyltryptophan	-0.307186731
hsa-miR-106b-5p	N-acetyltryptophan	-0.178896816
hsa-miR-10a-5p	N-acetyltryptophan	0.031110386
hsa-miR-10b-5p	N-acetyltryptophan	0.003471899
hsa-miR-125a-3p	N-acetyltryptophan	-0.359872575
hsa-miR-125a-5p	N-acetyltryptophan	0.008211195
hsa-miR-125b-5p	N-acetyltryptophan	0.061730337
hsa-miR-1273h-3p	N-acetyltryptophan	-0.067192747
hsa-miR-128-3p	N-acetyltryptophan	-0.138214284
hsa-miR-1292-5p	N-acetyltryptophan	-0.240263947
hsa-miR-130a-3p	N-acetyltryptophan	-0.141703184
hsa-miR-3605-3p	PC(P-36:1)/PC(O-36:2)	0.017699422
hsa-miR-134-5p	N-acetyltryptophan	-0.193113559
hsa-miR-3605-3p	SM(d18:1/16:1)	0.053041577
hsa-miR-141-3p	N-acetyltryptophan	-0.219390995
hsa-miR-144-5p	N-acetyltryptophan	-0.242139671
hsa-miR-145-5p	N-acetyltryptophan	-0.144791311
hsa-miR-15b-3p	N-acetyltryptophan	-0.121885703
hsa-miR-181a-3p	N-acetyltryptophan	-0.287266641
hsa-miR-181b-5p	N-acetyltryptophan	-0.223581017
hsa-miR-181c-3p	N-acetyltryptophan	-0.113868266
hsa-miR-181c-5p	N-acetyltryptophan	-0.152148122
hsa-miR-181d-5p	N-acetyltryptophan	-0.136618431
hsa-miR-3605-3p	PE(34:2)	0.096432624
hsa-miR-1908-5p	N-acetyltryptophan	-0.081503091
hsa-miR-192-5p	N-acetyltryptophan	-0.04797045
hsa-miR-3605-3p	LPC(P-18:0)/LPC(O-18:1)	0.067119872
hsa-miR-193a-5p	N-acetyltryptophan	-0.310755964
hsa-miR-195-5p	N-acetyltryptophan	-0.191406705
hsa-miR-206	N-acetyltryptophan	-0.029019574
hsa-miR-214-3p	N-acetyltryptophan	-0.085214434
hsa-miR-221-3p	N-acetyltryptophan	-0.204769696
hsa-miR-223-3p	N-acetyltryptophan	-0.238933379
hsa-miR-22-3p	N-acetyltryptophan	0.063346111
hsa-miR-224-5p	N-acetyltryptophan	-0.25180099
hsa-miR-25-5p	N-acetyltryptophan	-0.195983383
hsa-miR-26b-3p	N-acetyltryptophan	-0.157746482
hsa-miR-26b-5p	N-acetyltryptophan	-0.164716232
hsa-miR-27b-3p	N-acetyltryptophan	-0.034219069
hsa-miR-28-5p	N-acetyltryptophan	-0.136227206
hsa-miR-29b-3p	N-acetyltryptophan	-0.102842954
hsa-miR-30b-5p	N-acetyltryptophan	-0.17727037
hsa-miR-30e-5p	N-acetyltryptophan	-0.054748274
hsa-miR-3143	N-acetyltryptophan	-0.087174942
hsa-miR-320b	N-acetyltryptophan	0.116432467
hsa-miR-345-5p	N-acetyltryptophan	-0.074054886
hsa-miR-361-3p	N-acetyltryptophan	-0.146234247
hsa-miR-365a-3pXhsa-miR-365b-3p	N-acetyltryptophan	-0.107506347
hsa-miR-371b-5p	N-acetyltryptophan	-0.371101582
hsa-miR-3605-5p	Aspartic acid	0.088696364
hsa-miR-375-3p	N-acetyltryptophan	-0.090961552
hsa-miR-423-5p	N-acetyltryptophan	0.183468937
hsa-miR-424-5p	N-acetyltryptophan	-0.626666573
hsa-miR-425-3p	N-acetyltryptophan	-0.079502603
hsa-miR-4446-3p	N-acetyltryptophan	-0.047922236
hsa-miR-450a-5p	N-acetyltryptophan	-0.245704297
hsa-miR-3605-5p	hypoxanthine	0.0064705
hsa-miR-450b-5p	N-acetyltryptophan	-0.092892348
hsa-miR-486-5p	N-acetyltryptophan	0.091868927
hsa-miR-501-3p	N-acetyltryptophan	0.024963398
hsa-miR-505-3p	N-acetyltryptophan	-0.296398103
hsa-miR-532-5p	N-acetyltryptophan	-0.19965109
hsa-miR-550a-3-5pXhsa-miR-550a-5p	N-acetyltryptophan	-0.014729146
hsa-miR-574-3p	N-acetyltryptophan	-0.121548324
hsa-miR-574-5p	N-acetyltryptophan	-0.314529069
hsa-miR-660-5p	N-acetyltryptophan	-0.125943582
hsa-miR-671-3p	N-acetyltryptophan	-0.161340081
hsa-miR-6852-5p	N-acetyltryptophan	-0.151509296
hsa-miR-7-5p	N-acetyltryptophan	-0.159655147
hsa-miR-766-3p	N-acetyltryptophan	-0.159679706
hsa-miR-766-5p	N-acetyltryptophan	-0.179085338
hsa-miR-769-5p	N-acetyltryptophan	-0.159345692
hsa-miR-7706	N-acetyltryptophan	-0.281769472
hsa-miR-873-5p	N-acetyltryptophan	-0.344995697
hsa-miR-885-5p	N-acetyltryptophan	-0.263853242
hsa-miR-93-3p	N-acetyltryptophan	-0.195008839
hsa-miR-941	N-acetyltryptophan	-0.393076852
hsa-miR-942-5p	N-acetyltryptophan	-0.173237288
hsa-miR-95-3p	N-acetyltryptophan	-0.038871248
hsa-miR-98-5p	N-acetyltryptophan	-0.105139401
hsa-miR-125b-1-3p	N-Actyl-D-Glycosamine	0.111980107
hsa-miR-191-5p	N-Actyl-D-Glycosamine	-0.107295819
hsa-miR-194-5p	N-Actyl-D-Glycosamine	0.346347787
hsa-miR-29b-3p	N-Actyl-D-Glycosamine	0.361232636
hsa-miR-331-5p	N-Actyl-D-Glycosamine	0.154991033
hsa-miR-424-5p	N-Actyl-D-Glycosamine	0.073331648
hsa-miR-451a	N-Actyl-D-Glycosamine	0.091800781
hsa-miR-11400	N-alpha-acetylarginine	-0.281245659
hsa-miR-1287-5p	N-alpha-acetylarginine	-0.269656177
hsa-miR-134-5p	N-alpha-acetylarginine	-0.450066244
hsa-miR-1468-5p	N-alpha-acetylarginine	-0.580997145
hsa-miR-148a-5p	N-alpha-acetylarginine	-0.560860812
hsa-miR-1908-5p	N-alpha-acetylarginine	-0.533436452
hsa-miR-193b-5p	N-alpha-acetylarginine	-0.648708822
hsa-miR-199a-5p	N-alpha-acetylarginine	-0.244359962
hsa-miR-200a-3p	N-alpha-acetylarginine	-0.487807265
hsa-miR-200b-3p	N-alpha-acetylarginine	-0.435567389
hsa-miR-205-5p	N-alpha-acetylarginine	-0.449362225
hsa-miR-215-5p	N-alpha-acetylarginine	-0.094009807
hsa-miR-222-3p	N-alpha-acetylarginine	-0.18969472
hsa-miR-22-3p	N-alpha-acetylarginine	0.060037811
hsa-miR-224-5p	N-alpha-acetylarginine	-0.238098391
hsa-miR-26b-3p	N-alpha-acetylarginine	-0.347042317
hsa-miR-361-3p	2-Aminoadipic acid	-0.834617128
hsa-miR-30e-3p	N-alpha-acetylarginine	-0.273288376
hsa-miR-3615	DG(38:4)	0.174809473
hsa-miR-323b-3p	N-alpha-acetylarginine	-0.254979139
hsa-miR-331-5p	N-alpha-acetylarginine	-0.298489828
hsa-miR-335-3p	N-alpha-acetylarginine	-0.349410521
hsa-miR-338-5p	N-alpha-acetylarginine	-0.054155825
hsa-miR-361-3p	N-alpha-acetylarginine	-0.230295452
hsa-miR-3615	Arachidonic acid	0.252385523
hsa-miR-382-5p	N-alpha-acetylarginine	-0.3929446
hsa-miR-409-5p	N-alpha-acetylarginine	-0.529173954
hsa-miR-410-3p	N-alpha-acetylarginine	-0.458119171
hsa-miR-424-5p	N-alpha-acetylarginine	-0.317765888
hsa-miR-432-5p	N-alpha-acetylarginine	-0.376987784
hsa-miR-433-3p	N-alpha-acetylarginine	-0.320825961
hsa-miR-5010-5p	N-alpha-acetylarginine	-0.191902296
hsa-miR-3615	DG(38:5)	0.108442934
hsa-miR-505-5p	N-alpha-acetylarginine	-0.192004453
hsa-miR-654-5p	N-alpha-acetylarginine	-0.492578853
hsa-miR-671-3p	N-alpha-acetylarginine	-0.333563787
hsa-miR-3615	taurine	0.063433511
hsa-miR-7706	N-alpha-acetylarginine	-0.296382294
hsa-miR-3615	10-HDoHE/14-HDoHE	0.207856306
hsa-miR-889-3p	N-alpha-acetylarginine	-0.457059854
hsa-let-7c-5p	N-Arachidonoyl Dopamine	-0.151184012
hsa-miR-101-3p	N-Arachidonoyl Dopamine	-0.068332694
hsa-miR-106b-5p	N-Arachidonoyl Dopamine	-0.290689463
hsa-miR-150-5p	N-Arachidonoyl Dopamine	0.003844064
hsa-miR-21-3p	N-Arachidonoyl Dopamine	-0.29269158
hsa-miR-3615	12-HETE	0.183696225
hsa-miR-22-3p	N-Arachidonoyl Dopamine	0.009099121
hsa-miR-30e-3p	N-Arachidonoyl Dopamine	-0.38318933
hsa-miR-320d	N-Arachidonoyl Dopamine	0.02524646
hsa-miR-342-3p	N-Arachidonoyl Dopamine	0.033808039
hsa-miR-4433b-5p	N-Arachidonoyl Dopamine	0.392701934
hsa-miR-503-5p	N-Arachidonoyl Dopamine	-0.154240851
hsa-miR-605-3p	N-Arachidonoyl Dopamine	-0.272736364
hsa-miR-6842-3p	N-Arachidonoyl Dopamine	-0.28710547
hsa-miR-941	N-Arachidonoyl Dopamine	-0.223042956
hsa-miR-10527-5p	N-Arachidonoyl Taurine	-0.318290808
hsa-miR-106b-5p	N-Arachidonoyl Taurine	-0.291829681
hsa-miR-10b-5p	N-Arachidonoyl Taurine	-0.178835164
hsa-miR-1271-5p	N-Arachidonoyl Taurine	-0.184684957
hsa-miR-183-5p	N-Arachidonoyl Taurine	-0.418597667
hsa-miR-361-5p	Adipic acid	-0.066209969
hsa-miR-222-3p	N-Arachidonoyl Taurine	0.306411262
hsa-miR-3177-3p	N-Arachidonoyl Taurine	-0.229570739
hsa-miR-363-3p	N-Arachidonoyl Taurine	-0.165695583
hsa-miR-4732-5p	N-Arachidonoyl Taurine	-0.328405811
hsa-miR-361-5p	Arachidonic acid	0.013377494
hsa-miR-605-3p	N-Arachidonoyl Taurine	-0.138450983
hsa-miR-664a-5p	N-Arachidonoyl Taurine	-0.266884061
hsa-miR-7706	N-Arachidonoyl Taurine	-0.221971904
hsa-miR-361-5p	sebacate	-0.142701504
hsa-let-7b-5p	N-carbamoyl-beta-alanine	-0.093534158
hsa-miR-361-5p	N-Acetyl-L-Glutamine	-0.149135673
hsa-miR-361-5p	12.13-diHOME	-0.072048567
hsa-miR-361-5p	arachidonate	0.00995812
hsa-let-7i-3p	N-carbamoyl-beta-alanine	-0.44114292
hsa-miR-361-5p	PS(P-36:1)/PS(O-36:2)	0.013621045
hsa-miR-106b-3p	N-carbamoyl-beta-alanine	-0.453714607
hsa-miR-361-5p	metronidazole	-0.053201758
hsa-miR-1255b-5p	N-carbamoyl-beta-alanine	-0.373276937
hsa-miR-125b-2-3p	N-carbamoyl-beta-alanine	-0.07085419
hsa-miR-144-3p	N-carbamoyl-beta-alanine	-0.14574225
hsa-miR-185-5p	N-carbamoyl-beta-alanine	-0.174232702
hsa-miR-200c-3p	N-carbamoyl-beta-alanine	-0.363585529
hsa-miR-23c	N-carbamoyl-beta-alanine	-0.250771748
hsa-miR-30e-3p	N-carbamoyl-beta-alanine	-0.630357134
hsa-miR-323a-3p	N-carbamoyl-beta-alanine	-0.559559694
hsa-miR-3679-5p	N-carbamoyl-beta-alanine	-0.166510309
hsa-miR-4446-3p	N-carbamoyl-beta-alanine	-0.501456856
hsa-miR-483-5p	N-carbamoyl-beta-alanine	-0.096709205
hsa-miR-652-3p	N-carbamoyl-beta-alanine	-0.317318182
hsa-let-7a-5p	N-Docosanoyl Taurine	-0.102591957
hsa-let-7b-3p	N-Docosanoyl Taurine	-0.250686222
hsa-let-7d-5p	N-Docosanoyl Taurine	-0.30999175
hsa-let-7f-5p	N-Docosanoyl Taurine	-0.086062544
hsa-let-7g-5p	N-Docosanoyl Taurine	-0.142153746
hsa-miR-10399-3p	N-Docosanoyl Taurine	-0.233570393
hsa-miR-10527-5p	N-Docosanoyl Taurine	-0.249606666
hsa-miR-106b-3p	N-Docosanoyl Taurine	-0.276668178
hsa-miR-106b-5p	N-Docosanoyl Taurine	-0.262023531
hsa-miR-125b-2-3p	N-Docosanoyl Taurine	-0.207576104
hsa-miR-125b-5p	N-Docosanoyl Taurine	0.192948367
hsa-miR-1292-5p	N-Docosanoyl Taurine	-0.089982431
hsa-miR-1307-3p	N-Docosanoyl Taurine	-0.390536899
hsa-miR-1307-5p	N-Docosanoyl Taurine	-0.373366614
hsa-miR-130a-3p	N-Docosanoyl Taurine	-0.462558083
hsa-miR-1-3p	N-Docosanoyl Taurine	-0.210288883
hsa-miR-140-3p	N-Docosanoyl Taurine	-0.095068417
hsa-miR-141-3p	N-Docosanoyl Taurine	-0.188526588
hsa-miR-143-3p	N-Docosanoyl Taurine	-0.107423581
hsa-miR-144-3p	N-Docosanoyl Taurine	-0.094886253
hsa-miR-145-5p	N-Docosanoyl Taurine	-0.312778692
hsa-miR-148a-5p	N-Docosanoyl Taurine	-0.310455593
hsa-miR-181a-2-3p	N-Docosanoyl Taurine	-0.555350555
hsa-miR-363-3p	arachidonate	0.090438358
hsa-miR-363-3p	Arachidonic acid	0.111870952
hsa-miR-181c-3p	N-Docosanoyl Taurine	-0.277558974
hsa-miR-185-5p	N-Docosanoyl Taurine	-0.129729774
hsa-miR-193a-5p	N-Docosanoyl Taurine	-0.400787293
hsa-miR-199b-5p	N-Docosanoyl Taurine	-0.148503205
hsa-miR-19a-3p	N-Docosanoyl Taurine	-0.464625737
hsa-miR-200b-3p	N-Docosanoyl Taurine	-0.536120593
hsa-miR-21-5p	N-Docosanoyl Taurine	-0.095226562
hsa-miR-223-3p	N-Docosanoyl Taurine	-0.155094645
hsa-miR-363-3p	DG(38:4)	0.072655383
hsa-miR-223-5p	N-Docosanoyl Taurine	-0.236237122
hsa-miR-2355-5p	N-Docosanoyl Taurine	-0.205381817
hsa-miR-25-5p	N-Docosanoyl Taurine	-0.142007908
hsa-miR-26b-5p	N-Docosanoyl Taurine	-0.059840955
hsa-miR-27a-5p	N-Docosanoyl Taurine	-0.342111853
hsa-miR-28-5p	N-Docosanoyl Taurine	-0.296977338
hsa-miR-29c-3p	N-Docosanoyl Taurine	-0.296211121
hsa-miR-320b	N-Docosanoyl Taurine	0.126639169
hsa-miR-320c	N-Docosanoyl Taurine	0.076956165
hsa-miR-32-5p	N-Docosanoyl Taurine	-0.39449773
hsa-miR-363-3p	LPE(18:0)_B	-0.068787052
hsa-miR-363-3p	PC(32:2)	-0.068338393
hsa-miR-339-5p	N-Docosanoyl Taurine	-0.327756243
hsa-miR-378i	N-Docosanoyl Taurine	-0.168772521
hsa-miR-423-5p	N-Docosanoyl Taurine	0.166251326
hsa-miR-532-5p	N-Docosanoyl Taurine	-0.46178541
hsa-miR-363-3p	PC(32:2)	-0.018253702
hsa-miR-550a-3-5p	N-Docosanoyl Taurine	-0.221700763
hsa-miR-574-3p	N-Docosanoyl Taurine	-0.215735417
hsa-miR-652-3p	N-Docosanoyl Taurine	-0.381824528
hsa-miR-654-5p	N-Docosanoyl Taurine	-0.08729298
hsa-miR-660-5p	N-Docosanoyl Taurine	-0.273760802
hsa-miR-6842-3p	N-Docosanoyl Taurine	-0.40193404
hsa-miR-873-3p	N-Docosanoyl Taurine	-0.239725708
hsa-miR-874-3p	N-Docosanoyl Taurine	-0.285027256
hsa-miR-363-3p	1-methylguanine	-0.017840077
hsa-miR-93-3p	N-Docosanoyl Taurine	-0.244229836
hsa-miR-98-5p	N-Docosanoyl Taurine	-0.101387818
hsa-miR-99a-5p	N-Docosanoyl Taurine	0.12286512
hsa-let-7b-5p	nervonic acid	0.094701165
hsa-miR-27a-5p	nervonic acid	-0.083035376
hsa-miR-411-5p	nervonic acid	0.22556784
hsa-miR-577	nervonic acid	0.207421402
hsa-miR-584-5p	nervonic acid	0.290155788
hsa-miR-629-5p	nervonic acid	0.383970795
hsa-miR-23b-5p	niacinamide	-0.174198514
hsa-miR-664a-5p	niacinamide	-0.263703609
hsa-miR-873-5p	niacinamide	-0.006267184
hsa-miR-365a-3pXhsa-miR-365b-3p	glycine	0.109033524
hsa-let-7i-3p	N-Lignoceroyl Taurine	0.211056692
hsa-miR-10527-5p	N-Lignoceroyl Taurine	-0.178075753
hsa-miR-126-3p	N-Lignoceroyl Taurine	0.084600709
hsa-miR-182-5p	N-Lignoceroyl Taurine	0.156006775
hsa-miR-21-5p	N-Lignoceroyl Taurine	-0.112910118
hsa-miR-365a-3pXhsa-miR-365b-3p	taurine	0.115933046
hsa-miR-361-3p	N-Lignoceroyl Taurine	0.368283762
hsa-miR-4454	N-Lignoceroyl Taurine	0.400575076
hsa-miR-4732-3p	N-Lignoceroyl Taurine	0.309360203
hsa-let-7b-5p	N-methylproline	-0.122920858
hsa-miR-10399-3p	N-methylproline	-0.487754268
hsa-miR-365a-3pXhsa-miR-365b-3p	N-acetylalanine	0.038761087
hsa-miR-125a-3p	N-methylproline	-0.294948554
hsa-miR-1287-5p	N-methylproline	-0.341435693
hsa-miR-1294	N-methylproline	-0.405612855
hsa-miR-181a-3p	N-methylproline	-0.471991548
hsa-miR-2110	N-methylproline	-0.29630334
hsa-miR-21-3p	N-methylproline	-0.39495795
hsa-miR-21-5p	N-methylproline	0.145370925
hsa-miR-26b-3p	N-methylproline	-0.450308434
hsa-miR-30a-3p	N-methylproline	-0.669101632
hsa-miR-30e-3p	N-methylproline	-0.307148302
hsa-miR-338-5p	N-methylproline	-0.6504126
hsa-miR-362-5p	N-methylproline	-0.142732681
hsa-miR-4732-5p	N-methylproline	-0.449795862
hsa-miR-4738-3p	N-methylproline	-0.291708192
hsa-miR-532-5p	N-methylproline	-0.592796823
hsa-miR-652-3p	N-methylproline	-0.490003725
hsa-miR-874-3p	N-methylproline	-0.298644176
hsa-let-7a-5p	NMMA	-0.100056164
hsa-let-7d-5p	NMMA	-0.373875613
hsa-let-7e-5p	NMMA	-0.34191168
hsa-let-7i-5p	NMMA	-0.101169474
hsa-miR-10399-3p	NMMA	-0.603253748
hsa-miR-10527-5p	NMMA	-0.392960635
hsa-miR-106a-5p	NMMA	-0.465848279
hsa-miR-10a-5p	NMMA	0.114135408
hsa-miR-10b-5p	NMMA	0.128323816
hsa-miR-1255b-5p	NMMA	-0.550837386
hsa-miR-1294	NMMA	-0.216350576
hsa-miR-1307-3p	NMMA	-0.444608944
hsa-miR-141-3p	NMMA	-0.6955146
hsa-miR-146b-3p	NMMA	-0.583619069
hsa-miR-17-5p	NMMA	-0.699993436
hsa-miR-181a-3p	NMMA	-0.585297711
hsa-miR-3679-5p	3-Hydroxybutyric acid	0.035976995
hsa-miR-181c-5p	NMMA	-0.421197738
hsa-miR-181d-5p	NMMA	-0.525726115
hsa-miR-1908-5p	NMMA	-0.612053819
hsa-miR-193a-5p	NMMA	-0.552926445
hsa-miR-19b-3p	NMMA	-0.512317189
hsa-miR-200c-3p	NMMA	-0.422681521
hsa-miR-21-5p	NMMA	-0.128530479
hsa-miR-222-3p	NMMA	-0.203334108
hsa-miR-2355-3p	NMMA	-0.49955029
hsa-miR-27b-3p	NMMA	-0.108891339
hsa-miR-28-5p	NMMA	-0.374403237
hsa-miR-361-3p	NMMA	-0.412867669
hsa-miR-365a-3pXhsa-miR-365b-3p	NMMA	-0.48813754
hsa-miR-371b-5p	NMMA	-0.759550476
hsa-miR-374a-3p	NMMA	-0.713806642
hsa-miR-379-5p	NMMA	-0.716814465
hsa-miR-382-5p	NMMA	-0.306439288
hsa-miR-410-3p	NMMA	-0.46745764
hsa-miR-423-5p	NMMA	0.29296747
hsa-miR-424-5p	NMMA	-0.548433262
hsa-miR-4286	NMMA	-0.428370776
hsa-miR-502-3p	NMMA	-0.368792091
hsa-miR-505-3p	NMMA	-0.806183178
hsa-miR-505-5p	NMMA	-0.037584428
hsa-miR-550a-3-5p	NMMA	-0.459147755
hsa-miR-574-3p	NMMA	-0.488883811
hsa-miR-654-5p	NMMA	-0.578533015
hsa-miR-760	NMMA	-0.420500746
hsa-miR-766-5p	NMMA	-0.527914179
hsa-miR-877-5p	NMMA	0.375787617
hsa-miR-92b-3p	NMMA	0.035701082
hsa-miR-93-3p	NMMA	-0.542754619
hsa-miR-99a-5p	NMMA	0.096378191
hsa-miR-99b-5p	NMMA	0.14645401
hsa-mir-151b	N-Nervonoyl Taurine	-0.387025004
hsa-miR-25-3p	N-Nervonoyl Taurine	-0.096158876
hsa-miR-654-5p	N-Nervonoyl Taurine	-0.233517639
hsa-miR-92b-5p	N-Nervonoyl Taurine	-0.404471876
hsa-miR-126-3p	N-Oleoyl Dopamine	0.075133913
hsa-miR-3688-3p	taurine	0.08897098
hsa-miR-142-5p	N-Oleoyl Dopamine	0.00402954
hsa-miR-148a-5p	N-Oleoyl Dopamine	0.431232766
hsa-miR-22-3p	N-Oleoyl Dopamine	0.015911699
hsa-miR-30c-5p	N-Oleoyl Dopamine	0.203724271
hsa-miR-4433b-5p	N-Oleoyl Dopamine	0.438309413
hsa-miR-106b-3p	N-Oleoyl Taurine	-0.322742372
hsa-miR-10b-3p	N-Oleoyl Taurine	-0.301819094
hsa-miR-125b-2-3p	N-Oleoyl Taurine	-0.042822405
hsa-miR-126-5p	N-Oleoyl Taurine	-0.166700177
hsa-miR-1271-5p	N-Oleoyl Taurine	-0.343723987
hsa-miR-128-3p	N-Oleoyl Taurine	-0.161363384
hsa-miR-136-3p	N-Oleoyl Taurine	-0.358374528
hsa-miR-143-3p	N-Oleoyl Taurine	-0.207257253
hsa-miR-145-3p	N-Oleoyl Taurine	-0.295908949
hsa-miR-145-5p	N-Oleoyl Taurine	-0.385820123
hsa-miR-148b-3p	N-Oleoyl Taurine	-0.188765527
hsa-miR-151a-3p	N-Oleoyl Taurine	-0.095282445
hsa-miR-155-5p	N-Oleoyl Taurine	-0.275570386
hsa-miR-181b-5p	N-Oleoyl Taurine	-0.403511661
hsa-miR-181d-5p	N-Oleoyl Taurine	-0.322273591
hsa-miR-370-3p	Arachidonic acid	0.071155045
hsa-miR-199a-5p	N-Oleoyl Taurine	-0.108005423
hsa-miR-200a-3p	N-Oleoyl Taurine	-0.406880061
hsa-miR-370-3p	piperine	0.013962519
hsa-miR-2110	N-Oleoyl Taurine	-0.068790706
hsa-miR-370-3p	piperine	0.027675855
hsa-miR-215-5p	N-Oleoyl Taurine	-0.275501628
hsa-miR-223-3p	N-Oleoyl Taurine	-0.273871357
hsa-miR-23a-3p	N-Oleoyl Taurine	-0.168624786
hsa-miR-23b-3p	N-Oleoyl Taurine	-0.081486332
hsa-miR-26b-3p	N-Oleoyl Taurine	-0.327514259
hsa-miR-27b-3p	N-Oleoyl Taurine	-0.002107586
hsa-miR-28-3p	N-Oleoyl Taurine	-0.125407934
hsa-miR-29c-3p	N-Oleoyl Taurine	-0.185376609
hsa-miR-30b-5p	N-Oleoyl Taurine	-0.437821522
hsa-miR-335-5p	N-Oleoyl Taurine	-0.248455081
